52.981461	6.748545	Aa en Hunze, Drenthe, Nederland	-	
51.754822	5.13156	Aalburg, Noord-Brabant, Nederland	-	
52.266991	4.74906	Aalsmeer, Noord-Holland, Nederland	-	
51.915878	6.58121	Aalten, Gelderland, Nederland	-	
53.20746	6.12888	Achtkarspelen, Friesland, Nederland	-	
51.861031	4.65885	Alblasserdam, Zuid-Holland, Nederland	-	
51.8524	4.437725	Albrandswaard, Zuid-Holland, Nederland	-	
52.634529	4.74595	Alkmaar, Noord-Holland, Nederland	-	
52.35495	6.66454	Almelo, Overijssel, Nederland	-	
52.376591	5.22223	Almere, Flevoland, Nederland	-	
52.12719	4.65892	Alphen aan den Rijn, Zuid-Holland, Nederland	-	
51.506987	4.88196	Alphen-Chaam, Noord-Brabant, Nederland	-	
53.44479	5.794315	Ameland, Friesland, Nederland	-	
52.152321	5.38608	Amersfoort, Utrecht, Nederland	-	
52.304852	4.85682	Amstelveen, Noord-Holland, Nederland	-	
52.373119	4.89319	Amsterdam, Noord-Holland, Nederland	-	
52.216518	5.96566	Apeldoorn, Gelderland, Nederland	-	
53.32259	6.85788	Appingedam, Groningen, Nederland	-	
51.980148	5.90364	Arnhem, Gelderland, Nederland	-	
52.99419	6.55957	Assen, Drenthe, Nederland	-	
51.406441	5.7467	Asten, Noord-Brabant, Nederland	-	
51.449741	4.92629	Baarle-Nassau, Noord-Brabant, Nederland	-	
52.210999	5.29212	Baarn, Utrecht, Nederland	-	
51.853168	4.54064	Barendrecht, Zuid-Holland, Nederland	-	
52.141209	5.58884	Barneveld, Gelderland, Nederland	-	
53.20127	6.554015	Bedum, Groningen, Nederland	-	
50.93956	5.79423	Beek, Limburg, Nederland	-	
52.548729	4.91048	Beemster, Noord-Holland, Nederland	-	
51.268761	6.04261	Beesel, Limburg, Nederland	-	
53.115829	7.16528	Bellingwedde, Groningen, Nederland	-	
51.936459	4.78311	Bergambacht, Zuid-Holland, Nederland	-	
51.323318	5.36013	Bergeijk, Noord-Brabant, Nederland	-	
51.5998	6.03374	Bergen (L.), Limburg, Nederland	-	
52.669979	4.70139	Bergen (NH.), Noord-Holland, Nederland	-	
51.495949	4.28198	Bergen op Zoom, Noord-Brabant, Nederland	-	
52.092745	6.580585	Berkelland, Gelderland, Nederland	-	
51.68339	5.511395	Bernheze, Noord-Brabant, Nederland	-	
51.827913	4.237515	Bernisse, Zuid-Holland, Nederland	-	
51.512428	5.39615	Best, Noord-Brabant, Nederland	-	
51.85955	5.76956	Beuningen, Gelderland, Nederland	-	
52.486519	4.6571	Beverwijk, Noord-Holland, Nederland	-	
51.79925	4.513765	Binnenmaas, Zuid-Holland, Nederland	-	
51.366089	5.21485	Bladel, Noord-Brabant, Nederland	-	
52.27327	5.24343	Blaricum, Noord-Holland, Nederland	-	
52.40519	4.62279	Bloemendaal, Noord-Holland, Nederland	-	
53.095575	5.828155	Boarnsterhim, Friesland, Nederland	-	
52.085419	4.74742	Bodegraven-Reeuwijk, Zuid-Holland, Nederland	-	
51.60281	5.67325	Boekel, Noord-Brabant, Nederland	-	
52.899	6.884785	Borger-Odoorn, Drenthe, Nederland	-	
52.301369	6.75779	Borne, Overijssel, Nederland	-	
51.443954	3.8139	Borsele, Zeeland, Nederland	-	
52.074261	4.65921	Boskoop, Zuid-Holland, Nederland	-	
51.646198	5.95035	Boxmeer, Noord-Brabant, Nederland	-	
51.591591	5.32277	Boxtel, Noord-Brabant, Nederland	-	
51.591351	4.77168	Breda, Noord-Brabant, Nederland	-	
51.90406	4.16787	Brielle, Zuid-Holland, Nederland	-	
52.05283	6.29921	Bronckhorst, Gelderland, Nederland	-	
52.090019	6.15595	Brummen, Gelderland, Nederland	-	
50.943298	5.97023	Brunssum, Limburg, Nederland	-	
52.067089	5.19958	Bunnik, Utrecht, Nederland	-	
52.243549	5.37481	Bunschoten, Utrecht, Nederland	-	
51.909679	5.3352	Buren, Gelderland, Nederland	-	
52.276821	5.16265	Bussum, Noord-Holland, Nederland	-	
51.92955	4.58891	Capelle aan den IJssel, Zuid-Holland, Nederland	-	
52.546841	4.66372	Castricum, Noord-Holland, Nederland	-	
52.6642	6.73891	Coevorden, Drenthe, Nederland	-	
51.28739	5.593865	Cranendonck, Noord-Brabant, Nederland	-	
51.74445	4.4598	Cromstrijen, Zuid-Holland, Nederland	-	
51.729061	5.87342	Cuijk, Noord-Brabant, Nederland	-	
51.95219	5.2215	Culemborg, Gelderland, Nederland	-	
52.503029	6.25915	Dalfsen, Overijssel, Nederland	-	
53.29776	6.04577	Dantumadiel, Friesland, Nederland	-	
52.144566	5.162485	De Bilt, Utrecht, Nederland	-	
53.37302	6.36338	De Marne, Groningen, Nederland	-	
52.211075	4.89036	De Ronde Venen, Utrecht, Nederland	-	
52.671669	6.42778	De Wolden, Drenthe, Nederland	-	
52.011501	4.35869	Delft, Zuid-Holland, Nederland	-	
53.331188	6.90321	Delfzijl, Groningen, Nederland	-	
52.083988	4.31741	Den Haag, Zuid-Holland, Nederland	-	
52.958191	4.75882	Den Helder, Noord-Holland, Nederland	-	
51.461769	5.79071	Deurne, Noord-Brabant, Nederland	-	
52.25103	6.15989	Deventer, Overijssel, Nederland	-	
52.335045	4.98886	Diemen, Noord-Holland, Nederland	-	
52.371365	6.91561	Dinkelland, Overijssel, Nederland	-	
51.748749	4.10501	Dirksland, Zuid-Holland, Nederland	-	
52.013489	6.13131	Doesburg, Gelderland, Nederland	-	
51.963451	6.29053	Doetinchem, Gelderland, Nederland	-	
51.629669	4.93777	Dongen, Noord-Brabant, Nederland	-	
53.379765	6.019775	Dongeradeel, Friesland, Nederland	-	
51.811909	4.6565	Dordrecht, Zuid-Holland, Nederland	-	
52.663515	5.168485	Drechterland, Noord-Holland, Nederland	-	
51.708092	4.80625	Drimmelen, Noord-Brabant, Nederland	-	
52.523819	5.71495	Dronten, Flevoland, Nederland	-	
51.88567	5.60526	Druten, Gelderland, Nederland	-	
51.95013	6.02326	Duiven, Gelderland, Nederland	-	
51.078979	5.91622	Echt-Susteren, Limburg, Nederland	-	
52.505384	5.04203	Edam-Volendam, Noord-Holland, Nederland	-	
52.044979	5.66767	Ede, Gelderland, Nederland	-	
52.253288	5.25941	Eemnes, Utrecht, Nederland	-	
53.448195	6.664395	Eemsmond, Groningen, Nederland	-	
51.358311	5.30905	Eersel, Noord-Brabant, Nederland	-	
50.770712	5.722706	Eijsden-Margraten, Limburg, Nederland	-	
51.434471	5.4841	Eindhoven, Noord-Brabant, Nederland	-	
52.4478	5.83555	Elburg, Gelderland, Nederland	-	
52.782009	6.8964	Emmen, Drenthe, Nederland	-	
52.703671	5.29008	Enkhuizen, Noord-Holland, Nederland	-	
52.223572	6.89537	Enschede, Overijssel, Nederland	-	
52.35199	5.98639	Epe, Gelderland, Nederland	-	
52.297852	5.63146	Ermelo, Gelderland, Nederland	-	
51.57069	4.63952	Etten-Leur, Noord-Brabant, Nederland	-	
53.337841	5.82533	Ferwerderadiel, Friesland, Nederland	-	
53.185459	5.54123	Franekeradeel, Friesland, Nederland	-	
52.88677	5.544995	Gaasterlan-Sleat, Friesland, Nederland	-	
51.701351	4.85833	Geertruidenberg, Noord-Brabant, Nederland	-	
51.882809	5.28989	Geldermalsen, Gelderland, Nederland	-	
51.431599	5.58669	Geldrop-Mierlo, Noord-Brabant, Nederland	-	
51.541157	5.75196	Gemert-Bakel, Noord-Brabant, Nederland	-	
51.699299	5.97119	Gennep, Limburg, Nederland	-	
51.882845	4.9328	Giessenlanden, Zuid-Holland, Nederland	-	
51.563185	4.904305	Gilze en Rijen, Noord-Brabant, Nederland	-	
51.817429	3.98288	Goedereede, Zuid-Holland, Nederland	-	
51.505138	3.89283	Goes, Zeeland, Nederland	-	
51.51862	5.06788	Goirle, Noord-Brabant, Nederland	-	
51.830631	4.96918	Gorinchem, Zuid-Holland, Nederland	-	
52.009998	4.71071	Gouda, Zuid-Holland, Nederland	-	
51.880449	4.80432	Graafstroom, Zuid-Holland, Nederland	-	
52.54781	4.821065	Graft-De Rijp, Noord-Holland, Nederland	-	
51.757591	5.74135	Grave, Noord-Brabant, Nederland	-	
51.776741	5.93249	Groesbeek, Gelderland, Nederland	-	
53.217129	6.57356	Groningen, Groningen, Nederland	-	
53.211861	6.26618	Grootegast, Groningen, Nederland	-	
50.799601	5.90144	Gulpen-Wittem, Limburg, Nederland	-	
52.161541	6.73353	Haaksbergen, Overijssel, Nederland	-	
51.600189	5.22764	Haaren, Noord-Brabant, Nederland	-	
52.380562	4.64225	Haarlem, Noord-Holland, Nederland	-	
52.405146	4.71389	Haarlemmerliede en Spaarnwoude, Noord-Holland, Nederland	-	
52.302502	4.68889	Haarlemmermeer, Noord-Holland, Nederland	-	
51.589836	4.52028	Halderberge, Noord-Brabant, Nederland	-	
52.57534	6.62288	Hardenberg, Overijssel, Nederland	-	
52.347038	5.61718	Harderwijk, Gelderland, Nederland	-	
51.824341	4.828215	Hardinxveld-Giessendam, Zuid-Holland, Nederland	-	
53.170658	6.60632	Haren, Groningen, Nederland	-	
52.734482	4.75071	Harenkarspel, Noord-Holland, Nederland	-	
53.1735	5.4246	Harlingen, Friesland, Nederland	-	
